Term,Session,Acad Group,Class Nbr,Subject,Catalog Nbr,Section,Course Title,Component,Codes,M,T,W,TH,F,S,SU,Time,Location,Instructor,Total,Seats Remaining,Has WL,
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","35675","Ecology and Evolutionary Biology (EEB) Open Sections"," 498","001","Agroecosystems","LEC","P  ","","T","","TH","","","","10-1130AM","271 DENN","Vandermeer","  25","   1","Y",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","47064","Ecology and Evolutionary Biology (EEB) Open Sections"," 515","002","Isotope Biogeochem","DIS","P R","M","","","","","","","4-5PM","2520 CCL","","  30","  11","Y",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","39635","Ecology and Evolutionary Biology (EEB) Open Sections"," 544","001","Pop&Stats Genetics","LEC","P  ","M","","","","","","","2-4PM","4917 BUHL","Douglas, Li","  40","  22","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","26385","Ecology and Evolutionary Biology (EEB) Open Sections"," 601","001","Investigate Biology","IND"," I ","","","","","","","","ARR","ARR","","  25","  25","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50392","Ecology and Evolutionary Biology (EEB) Open Sections"," 601","055","Investigate Biology","IND"," I ","","","","","","","","ARR","ARR","Myers","  25","  24","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50573","Ecology and Evolutionary Biology (EEB) Open Sections"," 700","017","Advanced Studies","IND"," I ","","","","","","","","ARR","ARR","Dunlap","  25","  24","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50575","Ecology and Evolutionary Biology (EEB) Open Sections"," 700","034","Advanced Studies","IND"," I ","","","","","","","","ARR","ARR","Goldberg","  25","  25","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50576","Ecology and Evolutionary Biology (EEB) Open Sections"," 700","047","Advanced Studies","IND"," I ","","","","","","","","ARR","ARR","Knowles","  25","  24","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50197","Ecology and Evolutionary Biology (EEB) Open Sections"," 700","055","Advanced Studies","IND"," I ","","","","","","","","ARR","ARR","Myers","  25","  24","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50572","Ecology and Evolutionary Biology (EEB) Open Sections"," 700","057","Advanced Studies","IND"," I ","","","","","","","","ARR","ARR","Nadelhoffer","  25","  24","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50578","Ecology and Evolutionary Biology (EEB) Open Sections"," 700","070","Advanced Studies","IND"," I ","","","","","","","","ARR","ARR","Reznicek","  25","  24","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50577","Ecology and Evolutionary Biology (EEB) Open Sections"," 700","091","Advanced Studies","IND"," I ","","","","","","","","ARR","ARR","Zhang","  25","  24","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","47690","Ecology and Evolutionary Biology (EEB) Open Sections"," 700","106","Advanced Studies","IND"," I ","","","","","","","","ARR","ARR","Berry","  25","  24","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50574","Ecology and Evolutionary Biology (EEB) Open Sections"," 700","107","Advanced Studies","IND"," I ","","","","","","","","ARR","ARR","Dick","  25","  24","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","51367","Ecology and Evolutionary Biology (EEB) Open Sections"," 700","111","Advanced Studies","IND"," I ","","","","","","","","ARR","ARR","Bergman","  25","  24","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50579","Ecology and Evolutionary Biology (EEB) Open Sections"," 700","120","Advanced Studies","IND"," I ","","","","","","","","ARR","ARR","Rohani","  25","  24","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","48584","Ecology and Evolutionary Biology (EEB) Open Sections"," 790","001","Masters Thesis","IND"," I ","","","","","","","","ARR","ARR","","  25","  25","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","48612","Ecology and Evolutionary Biology (EEB) Open Sections"," 790","028","Masters Thesis","IND"," I ","","","","","","","","ARR","ARR","Duda Jr","  25","  24","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","48593","Ecology and Evolutionary Biology (EEB) Open Sections"," 790","034","Masters Thesis","IND"," I ","","","","","","","","ARR","ARR","Goldberg","  25","  24","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50768","Ecology and Evolutionary Biology (EEB) Open Sections"," 790","044","Masters Thesis","IND"," I ","","","","","","","","ARR","ARR","Kling","  25","  24","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50704","Ecology and Evolutionary Biology (EEB) Open Sections"," 790","047","Masters Thesis","IND"," I ","","","","","","","","ARR","ARR","Knowles","  25","  24","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","48592","Ecology and Evolutionary Biology (EEB) Open Sections"," 790","080","Masters Thesis","IND"," I ","","","","","","","","ARR","ARR","Vandermeer","  25","  23","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50620","Ecology and Evolutionary Biology (EEB) Open Sections"," 790","116","Masters Thesis","IND"," I ","","","","","","","","ARR","ARR","Badgley","  25","  23","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","12427","Ecology and Evolutionary Biology (EEB) Open Sections"," 800","001","Biology Seminar","SEM","PI ","","T","","","","","","12-1PM","ARR","Knowles","  25","  23","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","40133","Ecology and Evolutionary Biology (EEB) Open Sections"," 800","007","Biology Seminar","SEM","PI ","","","","","","","","ARR","ARR","Tibbetts","  25","  22","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","12429","Ecology and Evolutionary Biology (EEB) Open Sections"," 800","002","Biology Seminar","SEM","PI ","","","","TH","","","","530-630PM","ARR","Vandermeer","  25","  17","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","30875","Ecology and Evolutionary Biology (EEB) Open Sections"," 800","003","Biology Seminar","SEM","PI ","","","","","F","","","9-10AM","ARR","Burnham","  25","  22","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","34541","Ecology and Evolutionary Biology (EEB) Open Sections"," 800","004","Biology Seminar","SEM","PI ","","","","TH","","","","12-1PM","ARR","Dick","  25","  22","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","36233","Ecology and Evolutionary Biology (EEB) Open Sections"," 800","005","Biology Seminar","SEM","PI ","","","","","F","","","12-1PM","ARR","King","  25","  25","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","51340","Ecology and Evolutionary Biology (EEB) Open Sections"," 801","215","Supervised Teaching","IND"," I ","","","","","","","","ARR","ARR","Eidietis","  25","  21","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","49919","Ecology and Evolutionary Biology (EEB) Open Sections"," 990","047","Diss-Precand","IND","   ","","","","","","","","ARR","ARR","Knowles","  25","  25","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","49610","Ecology and Evolutionary Biology (EEB) Open Sections"," 990","068","Diss-Precand","IND","   ","","","","","","","","ARR","ARR","Pascual","  25","  25","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50597","Ecology and Evolutionary Biology (EEB) Open Sections"," 990","080","Diss-Precand","IND","   ","","","","","","","","ARR","ARR","Vandermeer","  25","  23","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50609","Ecology and Evolutionary Biology (EEB) Open Sections"," 990","089","Diss-Precand","IND","   ","","","","","","","","ARR","ARR","Werner","  25","  24","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","51265","Ecology and Evolutionary Biology (EEB) Open Sections"," 990","090","Diss-Precand","IND","   ","","","","","","","","ARR","ARR","Zak","  25","  25","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","47774","Ecology and Evolutionary Biology (EEB) Open Sections"," 990","096","Diss-Precand","IND","   ","","","","","","","","ARR","ARR","King","  25","  25","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50755","Ecology and Evolutionary Biology (EEB) Open Sections"," 990","098","Diss-Precand","IND","   ","","","","","","","","ARR","ARR","Wittkopp","  25","  24","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","49311","Ecology and Evolutionary Biology (EEB) Open Sections"," 990","107","Diss-Precand","IND","   ","","","","","","","","ARR","ARR","Dick","  25","  24","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","49940","Ecology and Evolutionary Biology (EEB) Open Sections"," 990","110","Diss-Precand","IND","   ","","","","","","","","ARR","ARR","Ostling","  25","  24","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50409","Ecology and Evolutionary Biology (EEB) Open Sections"," 995","004","Diss-Cand","IND","  R","","","","","","","","ARR","ARR","Burnham","  25","  23","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","49899","Ecology and Evolutionary Biology (EEB) Open Sections"," 995","017","Diss-Cand","IND","  R","","","","","","","","ARR","ARR","Dunlap","  25","  24","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50688","Ecology and Evolutionary Biology (EEB) Open Sections"," 995","025","Diss-Cand","IND","  R","","","","","","","","ARR","ARR","Fink","  25","  24","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50600","Ecology and Evolutionary Biology (EEB) Open Sections"," 995","028","Diss-Cand","IND","  R","","","","","","","","ARR","ARR","Duda Jr","  25","  24","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","47686","Ecology and Evolutionary Biology (EEB) Open Sections"," 995","033","Diss-Cand","IND","  R","","","","","","","","ARR","ARR","Gingerich","  25","  24","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50440","Ecology and Evolutionary Biology (EEB) Open Sections"," 995","047","Diss-Cand","IND","  R","","","","","","","","ARR","ARR","Knowles","  25","  21","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50301","Ecology and Evolutionary Biology (EEB) Open Sections"," 995","055","Diss-Cand","IND","  R","","","","","","","","ARR","ARR","Myers","  25","  24","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","49475","Ecology and Evolutionary Biology (EEB) Open Sections"," 995","057","Diss-Cand","IND","  R","","","","","","","","ARR","ARR","Nadelhoffer","  25","  24","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50453","Ecology and Evolutionary Biology (EEB) Open Sections"," 995","060","Diss-Cand","IND","  R","","","","","","","","ARR","ARR","Nussbaum","  25","  24","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","51342","Ecology and Evolutionary Biology (EEB) Open Sections"," 995","068","Diss-Cand","IND","  R","","","","","","","","ARR","ARR","Pascual","  25","  23","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","48955","Ecology and Evolutionary Biology (EEB) Open Sections"," 995","075","Diss-Cand","IND","  R","","","","","","","","ARR","ARR","O'Foighil","  25","  23","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","49289","Ecology and Evolutionary Biology (EEB) Open Sections"," 995","080","Diss-Cand","IND","  R","","","","","","","","ARR","ARR","Vandermeer","  25","  23","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","47688","Ecology and Evolutionary Biology (EEB) Open Sections"," 995","089","Diss-Cand","IND","  R","","","","","","","","ARR","ARR","Werner","  25","  23","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","51428","Ecology and Evolutionary Biology (EEB) Open Sections"," 995","090","Diss-Cand","IND","  R","","","","","","","","ARR","ARR","Zak","  25","  24","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","47956","Ecology and Evolutionary Biology (EEB) Open Sections"," 995","091","Diss-Cand","IND","  R","","","","","","","","ARR","ARR","Zhang","  25","  23","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50690","Ecology and Evolutionary Biology (EEB) Open Sections"," 995","096","Diss-Cand","IND","  R","","","","","","","","ARR","ARR","King","  25","  24","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","47687","Ecology and Evolutionary Biology (EEB) Open Sections"," 995","097","Diss-Cand","IND","  R","","","","","","","","ARR","ARR","Tibbetts","  25","  23","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50302","Ecology and Evolutionary Biology (EEB) Open Sections"," 995","106","Diss-Cand","IND","  R","","","","","","","","ARR","ARR","Berry","  25","  23","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50599","Ecology and Evolutionary Biology (EEB) Open Sections"," 995","107","Diss-Cand","IND","  R","","","","","","","","ARR","ARR","Dick","  25","  24","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","48425","Ecology and Evolutionary Biology (EEB) Open Sections"," 995","108","Diss-Cand","IND","  R","","","","","","","","ARR","ARR","Hunter","  25","  22","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","47689","Ecology and Evolutionary Biology (EEB) Open Sections"," 995","110","Diss-Cand","IND","  R","","","","","","","","ARR","ARR","Ostling","  25","  23","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13109","Economics (ECON) Open Sections"," 101","102","Principles Econ I","DIS","PIR","","T","","","","","","10-1130AM","B239 EH","Malkova","  33","   1","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13113","Economics (ECON) Open Sections"," 101","104","Principles Econ I","DIS","PIR","","T","","","","","","1-230PM","316 DENN","Hernandez","  34","   2","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13117","Economics (ECON) Open Sections"," 101","108","Principles Econ I","DIS","PIR","M","","","","","","","1-230PM","430 DENN","Cashin","  34","   2","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","32633","Economics (ECON) Open Sections"," 101","109","Principles Econ I","DIS","PIR","","T","","","","","","4-530PM","316 DENN","Hernandez","  34","   1","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13119","Economics (ECON) Open Sections"," 101","110","Principles Econ I","DIS","PIR","M","","","","","","","230-4PM","414 DENN","Larson","  34","   1","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","49127","Economics (ECON) Open Sections"," 101","112","Principles Econ I","DIS","PI ","","T","","","","","","4-530PM","1230 WEILL","Kim","  34","   1","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13105","Economics (ECON) Open Sections"," 101","100","Principles Econ I","LEC","A  ","M","","W","","","","","10-1130AM","140 LORCH","Gerson"," "," "," ",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","32635","Economics (ECON) Open Sections"," 101","207","Principles Econ I","DIS","PIR","M","","","","","","","4-530PM","430 DENN","Ravanilla","  34","   1","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13137","Economics (ECON) Open Sections"," 101","209","Principles Econ I","DIS","PIR","M","","","","","","","230-4PM","430 DENN","Vishkin","  34","   1","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","49480","Economics (ECON) Open Sections"," 101","213","Principles Econ I","DIS","PI ","","T","","","","","","830-10AM","373 LORCH","Kingery","  34","   1","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13123","Economics (ECON) Open Sections"," 101","200","Principles Econ I","LEC","A  ","M","","W","","","","","1130-1PM","140 LORCH","Malone"," "," "," ",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13141","Economics (ECON) Open Sections"," 101","301","Principles Econ I","DIS","PIR","","","","","F","","","1130-1PM","173 LORCH","Fei","  34","   1","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13145","Economics (ECON) Open Sections"," 101","304","Principles Econ I","DIS","PIR","","","","TH","","","","830-10AM","1060 EH","Hall","  34","   1","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13147","Economics (ECON) Open Sections"," 101","305","Principles Econ I","DIS","PIR","","","","","F","","","1-230PM","513 DENN","Kapustin","  34","   1","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13149","Economics (ECON) Open Sections"," 101","308","Principles Econ I","DIS","PIR","","","","TH","","","","1130-1PM","1060 EH","Wang","  34","   3","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13151","Economics (ECON) Open Sections"," 101","309","Principles Econ I","DIS","PIR","","","","TH","","","","4-530PM","427 DENN","Kapustin","  34","   1","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13153","Economics (ECON) Open Sections"," 101","310","Principles Econ I","DIS","PIR","","","","","F","","","1-230PM","351 DENN","In","  34","   1","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13155","Economics (ECON) Open Sections"," 101","311","Principles Econ I","DIS","PIR","","","","TH","","","","230-4PM","120 DENN","Lin","  34","   1","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50035","Economics (ECON) Open Sections"," 101","315","Principles Econ I","DIS","PI ","","","","","F","","","830-10AM","315 DENN","Fei","  33","   6","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50036","Economics (ECON) Open Sections"," 101","316","Principles Econ I","DIS","PI ","","","","","F","","","10-1130AM","315 DENN","Wang","  34","   8","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13139","Economics (ECON) Open Sections"," 101","300","Principles Econ I","LEC","A  ","M","","W","","","","","230-4PM","140 LORCH","Proulx"," "," "," ",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13159","Economics (ECON) Open Sections"," 102","101","Principles Econ II","DIS","P R","","","","TH","","","","230-4PM","316 DENN","Kimball","  20","  13","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13161","Economics (ECON) Open Sections"," 102","103","Principles Econ II","DIS","P R","","","","TH","","","","1-230PM","315 DENN","Woda","  35","   1","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13163","Economics (ECON) Open Sections"," 102","104","Principles Econ II","DIS","P R","","","","","F","","","1-230PM","330 DENN","Gunay","  35","   9","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13165","Economics (ECON) Open Sections"," 102","106","Principles Econ II","DIS","P R","","","","","F","","","10-1130AM","316 DENN","Gunay","  35","   3","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13167","Economics (ECON) Open Sections"," 102","107","Principles Econ II","DIS","P R","","","","TH","","","","4-530PM","351 DENN","Alviarez","  35","   4","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13169","Economics (ECON) Open Sections"," 102","108","Principles Econ II","DIS","P R","","","","TH","","","","4-530PM","330 DENN","Woda","  35","   7","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13171","Economics (ECON) Open Sections"," 102","109","Principles Econ II","DIS","P R","","","","TH","","","","4-530PM","316 DENN","Agrawal","  35","  15","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","25855","Economics (ECON) Open Sections"," 102","110","Principles Econ II","DIS","P R","","","","TH","","","","230-4PM","315 DENN","Alviarez","  35","   3","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","25857","Economics (ECON) Open Sections"," 102","111","Principles Econ II","DIS","P R","","","","","F","","","1-230PM","142 LORCH","Chen","  35","  22","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13157","Economics (ECON) Open Sections"," 102","100","Principles Econ II","LEC","A  ","","T","","TH","","","","1130-1PM","140 LORCH","Kimball"," "," "," ",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13179","Economics (ECON) Open Sections"," 102","204","Principles Econ II","DIS","P R","","","","TH","","","","230-4PM","373 LORCH","Chen","  35","   3","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13187","Economics (ECON) Open Sections"," 102","208","Principles Econ II","DIS","P R","","","","TH","","","","4-530PM","430 DENN","Chen","  35","   1","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13189","Economics (ECON) Open Sections"," 102","209","Principles Econ II","DIS","P R","","","","","F","","","1-230PM","173 LORCH","Lee","  35","   1","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13173","Economics (ECON) Open Sections"," 102","200","Principles Econ II","LEC","A  ","","T","","TH","","","","10-1130AM","140 LORCH","Stevenson"," "," "," ",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","51051","Economics (ECON) Open Sections"," 299","022","Undergrd Internship","IND"," I ","","","","","","","","ARR","ARR","","  25","  21","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","48764","Economics (ECON) Open Sections"," 299","030","Undergrd Internship","IND"," I ","","","","","","","","ARR","ARR","","  25","  21","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","48496","Economics (ECON) Open Sections"," 299","036","Undergrd Internship","IND"," I ","","","","","","","","ARR","ARR","","  25","  21","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","47682","Economics (ECON) Open Sections"," 299","040","Undergrd Internship","IND"," I ","","","","","","","","ARR","ARR","","  25","  21","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","47767","Economics (ECON) Open Sections"," 299","087","Undergrd Internship","IND"," I ","","","","","","","","ARR","ARR","","  25","  19","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","45409","Economics (ECON) Open Sections"," 309","001","Experimental Econ","LEC","P R","","T","","TH","","","","1130-1PM","1202 SEB","Joyce","  70","  23","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13195","Economics (ECON) Open Sections"," 310","001","Money & Banking","LEC","P R","M","","W","","","","","1130-1PM","1360 EH","Hogan"," 140","   5","Y",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","39457","Economics (ECON) Open Sections"," 320","001","Survey-Labor Econ","LEC","P R","M","","W","","","","","230-4PM","AUD 4 MLB","Ramani"," 140","   4","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","31541","Economics (ECON) Open Sections"," 330","002","American Industries","DIS","P R","","","","","F","","","11-12PM","1028 DANA","Oh","  30","   3","Y",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","31547","Economics (ECON) Open Sections"," 330","005","American Industries","DIS","P R","","","","","F","","","2-3PM","237 DENN","Oh","  30","   2","Y",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","31539","Economics (ECON) Open Sections"," 330","001","American Industries","LEC","A R","M","","W","","","","","230-4PM","1528 CCL","Adams"," "," "," ",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13197","Economics (ECON) Open Sections"," 395","001","Topics in Microecon","LEC","P R","M","","W","","","","","1-230PM","1202 SEB","Stevenson"," 140","  87","Y",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","35319","Economics (ECON) Open Sections"," 395","002","Topics in Microecon","LEC","P R","","T","","TH","","","","830-10AM","110 DENN","Hogan","  60","  22","Y",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13201","Economics (ECON) Open Sections"," 401","002","Intermed Micro Thry","DIS","P R","M","","W","","","","","3-4PM","205 DENN","Lauermann","  18","   2","Y",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13203","Economics (ECON) Open Sections"," 401","003","Intermed Micro Thry","DIS","P R","","T","","TH","","","","10-11AM","1372 EH","Saunders-Scott","  33","   4","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13211","Economics (ECON) Open Sections"," 401","007","Intermed Micro Thry","DIS","P R","","T","","TH","","","","530-630PM","173 LORCH","Ostapik","  33","   5","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13213","Economics (ECON) Open Sections"," 401","008","Intermed Micro Thry","DIS","P R","","T","","TH","","","","2-3PM","430 DENN","Saunders-Scott","  33","   1","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13215","Economics (ECON) Open Sections"," 401","009","Intermed Micro Thry","DIS","P R","M","","W","","","","","3-4PM","142 LORCH","Ostapik","  32","   3","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","32359","Economics (ECON) Open Sections"," 401","010","Intermed Micro Thry","DIS","P R","","T","","TH","","","","4-5PM","142 LORCH","Doniger","  33","   3","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","36751","Economics (ECON) Open Sections"," 401","014","Intermed Micro Thry","DIS","P R","","T","","TH","","","","2-3PM","173 LORCH","Taylor","  31","   2","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13199","Economics (ECON) Open Sections"," 401","001","Intermed Micro Thry","LEC","A R","M","","W","","","","","1-2PM","140 LORCH","Lauermann"," "," "," ",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13221","Economics (ECON) Open Sections"," 402","002","Intermed Macro Thry","DIS","P R","","","","","F","","","9-10AM","142 LORCH","Krolikowski","  35","  23","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13225","Economics (ECON) Open Sections"," 402","004","Intermed Macro Thry","DIS","P R","","","","","F","","","1-2PM","232 DENN","Choo","  35","   1","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13227","Economics (ECON) Open Sections"," 402","005","Intermed Macro Thry","DIS","P R","","","","","F","","","2-3PM","221 DENN","Kim","  35","   2","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13229","Economics (ECON) Open Sections"," 402","006","Intermed Macro Thry","DIS","P R","","","","","F","","","3-4PM","373 LORCH","Kim","  35","  15","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13231","Economics (ECON) Open Sections"," 402","007","Intermed Macro Thry","DIS","P R","","","","","F","","","10-11AM","237 DENN","Krolikowski","  35","   8","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","45468","Economics (ECON) Open Sections"," 402","008","Intermed Macro Thry","DIS","P R","","","","TH","","","","10-11AM","G449 MH","Shapiro","  20","  12","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13233","Economics (ECON) Open Sections"," 402","009","Intermed Macro Thry","DIS","P R","","","","","F","","","11-12PM","1372 EH","Choo","  35","   2","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13235","Economics (ECON) Open Sections"," 402","010","Intermed Macro Thry","DIS","P R","","","","TH","","","","4-5PM","205 DENN","Cunningham","  35","   1","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","39553","Economics (ECON) Open Sections"," 402","011","Intermed Macro Thry","DIS","P R","","","","TH","","","","5-6PM","373 LORCH","Cunningham","  35","   1","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13219","Economics (ECON) Open Sections"," 402","001","Intermed Macro Thry","LEC","A R","","T","","TH","","","","1-230PM","140 LORCH","Shapiro"," "," "," ",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13237","Economics (ECON) Open Sections"," 404","001","Stat for Economists","LEC","A R","","T","","TH","","","","1130-1PM","B844 EH","Uler"," "," "," ",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","45687","Economics (ECON) Open Sections"," 409","002","Game Theory","DIS","P R","","","","","F","","","11-12PM","330 DENN","Paramonova","  35","   3","Y",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","45688","Economics (ECON) Open Sections"," 409","003","Game Theory","DIS","P R","","","","","F","","","1-2PM","414 DENN","Paramonova","  35","   3","Y",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","45686","Economics (ECON) Open Sections"," 409","001","Game Theory","LEC","A R","","T","","TH","","","","230-4PM","1202 SEB","Nakajima"," "," "," ",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","45638","Economics (ECON) Open Sections"," 422","001","Struct Labor Market","LEC","P R","","T","","TH","","","","830-10AM","1512 CCL","Brown","  70","  22","Y",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","35923","Economics (ECON) Open Sections"," 438","001","Ec Hlth Serv","LEC","P R","","T","","TH","","","","830-10AM","260 DENN","Joyce","  70","  18","Y",
