Term,Session,Acad Group,Class Nbr,Subject,Catalog Nbr,Section,Course Title,Component,Codes,M,T,W,TH,F,S,SU,Time,Location,Instructor,Total,Seats Remaining,Has WL,
"Fall 2010","Regular Academic Session","Engineering","11313","Engineering (ENGR) Open Sections"," 100","104","Intro Engineering","DIS","PDR","","T","","TH","","","","130-230PM","1012 FXB","Hildinger","  20","   1","N",
"Fall 2010","Regular Academic Session","Engineering","40767","Engineering (ENGR) Open Sections"," 100","306","Intro Engineering","DIS","PDR","","","","","F","","","1230-130PM","1371 GGBL","Zahn, Fessler","  14","   2","N",
"Fall 2010","Regular Academic Session","Engineering","40771","Engineering (ENGR) Open Sections"," 100","308","Intro Engineering","DIS","PDR","","","","","F","","","230-330PM","136 EWRE","Sheffield, Fessler","  17","   4","N",
"Fall 2010","Regular Academic Session","Engineering","11325","Engineering (ENGR) Open Sections"," 100","300","Intro Engineering","LEC","AD ","","T","","TH","","","","1030-12PM","1017 DOW","Fessler, Zahn"," "," "," ",
"Fall 2010","Regular Academic Session","Engineering","40765","Engineering (ENGR) Open Sections"," 100","305","Intro Engineering","LAB","AD ","","","","","F","","","130-330PM","ARR","Fessler, Zahn"," "," "," ",
"Fall 2010","Regular Academic Session","Engineering","40769","Engineering (ENGR) Open Sections"," 100","307","Intro Engineering","LAB","AD ","","","","","F","","","330-530PM","ARR","Fessler, Zahn"," "," "," ",
"Fall 2010","Regular Academic Session","Engineering","11333","Engineering (ENGR) Open Sections"," 100","401","Intro Engineering","DIS","P R","M","","","","","","","830-1030AM","216 EPB","Bowden, Phillips","  20","   9","N",
"Fall 2010","Regular Academic Session","Engineering","11331","Engineering (ENGR) Open Sections"," 100","400","Intro Engineering","LEC","A  ","","","W","","F","","","130-3PM","1311 EECS","Phillips, Bowden"," "," "," ",
"Fall 2010","Regular Academic Session","Engineering","11345","Engineering (ENGR) Open Sections"," 100","502","Intro Engineering","DIS","PDR","","T","","TH","","","","1230-130PM","1024 FXB","Sulewski, Putnam","  25","   6","Y",
"Fall 2010","Regular Academic Session","Engineering","11347","Engineering (ENGR) Open Sections"," 100","503","Intro Engineering","DIS","P R","","T","","TH","","","","1130-1230PM","1303 EECS","Rohan, Putnam","  25","   8","Y",
"Fall 2010","Regular Academic Session","Engineering","11349","Engineering (ENGR) Open Sections"," 100","504","Intro Engineering","DIS","P R","","T","","TH","","","","1230-130PM","1303 EECS","Rohan, Putnam","  25","   5","Y",
"Fall 2010","Regular Academic Session","Engineering","11341","Engineering (ENGR) Open Sections"," 100","500","Intro Engineering","LEC","A  ","","T","","TH","","","","130-3PM","1109 FXB","Putnam, Sulewski"," "," "," ",
"Fall 2010","Regular Academic Session","Engineering","33539","Engineering (ENGR) Open Sections"," 100","602","Intro Engineering","DIS","P R","","","W","","","","","330-430PM","1024 FXB","Fowler, Alford","  20","   5","N",
"Fall 2010","Regular Academic Session","Engineering","33535","Engineering (ENGR) Open Sections"," 100","600","Intro Engineering","LEC","A  ","M","","W","","","","","830-10AM","1670 CSE","Alford, Fowler"," "," "," ",
"Fall 2010","Regular Academic Session","Engineering","33537","Engineering (ENGR) Open Sections"," 100","601","Intro Engineering","LAB","A  ","","","W","","","","","130-330PM","ARR","Martin, Fowler, Alford"," "," "," ",
"Fall 2010","Regular Academic Session","Engineering","46231","Engineering (ENGR) Open Sections"," 100","150","Intro Engineering","LEC","P R","M","","W","","","","","830-1130AM","ARR","Wakefield, Marinaro, Kominsky, Ball","  30","   7","N",
"Fall 2010","Regular Academic Session","Engineering","46326","Engineering (ENGR) Open Sections"," 100","252","Intro Engineering","DIS","P R","","","","TH","","","","230-330PM","1010 DOW","Hildinger, Brehob, Rohan","  20","   2","N",
"Fall 2010","Regular Academic Session","Engineering","46331","Engineering (ENGR) Open Sections"," 100","254","Intro Engineering","DIS","P R","","","","TH","","","","130-230PM","3427 EECS","Hildinger, Brehob","  20","   5","N",
"Fall 2010","Regular Academic Session","Engineering","46330","Engineering (ENGR) Open Sections"," 100","256","Intro Engineering","DIS","P R","","","","","F","","","230-330PM","3433 EECS","Rohan, Brehob, Hildinger","  18","   5","N",
"Fall 2010","Regular Academic Session","Engineering","46324","Engineering (ENGR) Open Sections"," 100","250","Intro Engineering","LEC","A  ","M","","W","","","","","330-5PM","1311 EECS","Brehob, Hildinger"," "," "," ",
"Fall 2010","Regular Academic Session","Engineering","46325","Engineering (ENGR) Open Sections"," 100","251","Intro Engineering","LAB","A  ","","","","TH","","","","1230-230PM","2431 EECS","Jamshidi, Hildinger, Brehob"," "," "," ",
"Fall 2010","Regular Academic Session","Engineering","46327","Engineering (ENGR) Open Sections"," 100","253","Intro Engineering","LAB","A  ","","","","TH","","","","230-430PM","2431 EECS","Jamshidi, Hildinger, Brehob"," "," "," ",
"Fall 2010","Regular Academic Session","Engineering","46332","Engineering (ENGR) Open Sections"," 100","255","Intro Engineering","LAB","A  ","","","","","F","","","1230-230PM","ARR","Jamshidi, Hildinger, Brehob"," "," "," ",
"Fall 2010","Regular Academic Session","Engineering","49078","Engineering (ENGR) Open Sections"," 100","351","Intro Engineering","DIS","P R","","T","","","","","","1030-12PM","1371 GGBL","Fowler, Owen","  20","   1","N",
"Fall 2010","Regular Academic Session","Engineering","49079","Engineering (ENGR) Open Sections"," 100","352","Intro Engineering","DIS","PDR","","T","","","","","","1230-2PM","1363 GGBL","Fowler, Owen, Rohan","  20","   1","N",
"Fall 2010","Regular Academic Session","Engineering","49077","Engineering (ENGR) Open Sections"," 100","350","Intro Engineering","LEC","A  ","","T","","TH","","","","9-1030AM","107 EPB","Owen, Fowler"," "," "," ",
"Fall 2010","Regular Academic Session","Engineering","39253","Engineering (ENGR) Open Sections"," 101","108","Intro Comp & Prog","LAB","P R","","","","","F","","","1230-230PM","B505 PIER","McMullen","  25","   2","N",
"Fall 2010","Regular Academic Session","Engineering","11371","Engineering (ENGR) Open Sections"," 101","203","Intro Comp & Prog","LAB","PDR","","","","TH","","","","1230-230PM","B507 PIER","Bhattacharyya","  25","   1","N",
"Fall 2010","Regular Academic Session","Engineering","11365","Engineering (ENGR) Open Sections"," 101","200","Intro Comp & Prog","LEC","A  ","M","","W","","","","","130-3PM","STAMPS","Ringenberg"," "," "," ",
"Fall 2010","Regular Academic Session","Engineering","11389","Engineering (ENGR) Open Sections"," 101","304","Intro Comp & Prog","LAB","P R","","","W","","","","","1230-230PM","B505 PIER","McGhan","  25","   1","N",
"Fall 2010","Regular Academic Session","Engineering","11393","Engineering (ENGR) Open Sections"," 101","306","Intro Comp & Prog","LAB","P R","","","W","","","","","230-430PM","B505 PIER","McGhan","  25","   1","N",
"Fall 2010","Regular Academic Session","Engineering","39249","Engineering (ENGR) Open Sections"," 101","309","Intro Comp & Prog","LAB","PDR","","","W","","","","","430-630PM","B507 PIER","Zafeiridou","  25","   1","N",
"Fall 2010","Regular Academic Session","Engineering","30473","Engineering (ENGR) Open Sections"," 110","001","The Engr Profession","LEC","P R","","T","","TH","","","","330-430PM","STAMPS","Jones, Karr, Li"," 425"," 143","N",
"Fall 2010","Regular Academic Session","Engineering","43285","Engineering (ENGR) Open Sections"," 151","101","Accel Intro Prog","LAB","PDR","","T","","","","","","1230-230PM","B507 PIER","Leath II","  25","   2","N",
"Fall 2010","Regular Academic Session","Engineering","43289","Engineering (ENGR) Open Sections"," 151","103","Accel Intro Prog","LAB","PDR","","T","","","","","","430-630PM","B507 PIER","Leath II","  26","   2","N",
"Fall 2010","Regular Academic Session","Engineering","43877","Engineering (ENGR) Open Sections"," 151","104","Accel Intro Prog","LAB","PDR","","T","","","","","","1030-1230PM","B507 PIER","Lecerf","  25","   1","N",
"Fall 2010","Regular Academic Session","Engineering","43283","Engineering (ENGR) Open Sections"," 151","100","Accel Intro Prog","LEC","SD ","M","","W","","","","","9-1030AM","1500 EECS","Atkins"," "," "," ",
"Fall 2010","Regular Academic Session","Engineering","47959","Engineering (ENGR) Open Sections"," 190","001","Selected Topics Eng","LEC","PI ","","","","","","","","ARR","ARR","","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","44829","Engineering (ENGR) Open Sections"," 196","002","Outreach Internship","LAB","PI ","","","","","","","","ARR","ARR","Holloway","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","43853","Engineering (ENGR) Open Sections"," 354","001","Engr Design Practice","LEC","PI ","","","","","","","","ARR","ARR","","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","44027","Engineering (ENGR) Open Sections"," 355","003","Multidisc Engr Des I","LAB","P R","","","","","","","","ARR","ARR","Skerlos","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","44029","Engineering (ENGR) Open Sections"," 355","004","Multidisc Engr Des I","LAB","P R","","","","","","","","ARR","ARR","Gilchrist","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","44061","Engineering (ENGR) Open Sections"," 355","005","Multidisc Engr Des I","LAB","P R","","","","","","","","ARR","ARR","Renno","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","44071","Engineering (ENGR) Open Sections"," 355","006","Multidisc Engr Des I","LAB","P R","","","","","","","","ARR","ARR","Washabaugh","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","44073","Engineering (ENGR) Open Sections"," 355","007","Multidisc Engr Des I","LAB","P R","","","","","","","","ARR","ARR","Hansen","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","44799","Engineering (ENGR) Open Sections"," 355","008","Multidisc Engr Des I","LAB","P R","","","","","","","","ARR","ARR","Cutler","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","48855","Engineering (ENGR) Open Sections"," 355","009","Multidisc Engr Des I","LAB","P R","","","","","","","","ARR","ARR","Ridley","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","48856","Engineering (ENGR) Open Sections"," 355","010","Multidisc Engr Des I","LAB","P R","","","","","","","","ARR","ARR","McCormick","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","48857","Engineering (ENGR) Open Sections"," 355","011","Multidisc Engr Des I","LAB","P R","","","","","","","","ARR","ARR","Wooldridge","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","46300","Engineering (ENGR) Open Sections"," 355","012","Multidisc Engr Des I","LAB","P R","","","","","","","","ARR","ARR","Eustice","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","50680","Engineering (ENGR) Open Sections"," 355","013","Multidisc Engr Des I","LAB","P R","","","","","","","","ARR","ARR","Saitou","  25","  23","N",
"Fall 2010","Regular Academic Session","Engineering","48832","Engineering (ENGR) Open Sections"," 355","014","Multidisc Engr Des I","LAB","P R","","","","","","","","ARR","ARR","Lin","  25","  24","N",
"Fall 2010","Regular Academic Session","Engineering","51235","Engineering (ENGR) Open Sections"," 355","015","Multidisc Engr Des I","LAB","P R","","","","","","","","ARR","ARR","Moldwin","  25","  24","N",
"Fall 2010","Regular Academic Session","Engineering","48858","Engineering (ENGR) Open Sections"," 355","033","Multidisc Engr Des I","LAB","P R","","","","","","","","ARR","ARR","Wentzloff","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","11399","Engineering (ENGR) Open Sections"," 371","001","Num Meth Engr","LEC","P  ","","T","","TH","","","","12-130PM","2150 DOW","Tlupova","  35","   2","N",
"Fall 2010","Regular Academic Session","Engineering","31483","Engineering (ENGR) Open Sections"," 371","002","Num Meth Engr","LEC","P  ","","T","","TH","","","","9-1030AM","3427 EECS","Viswanath","  28","   4","Y",
"Fall 2010","Regular Academic Session","Engineering","46340","Engineering (ENGR) Open Sections"," 390","002","Spec Topics in Engr","LEC","P  ","M","","W","","","","","130-3PM","1123 LBME","Lee, Huang-Saad","  28","   3","Y",
"Fall 2010","Regular Academic Session","Engineering","46384","Engineering (ENGR) Open Sections"," 390","003","Spec Topics in Engr","LEC","P  ","","T","","TH","","","","10-1130AM","138 NAME","Faley, Adriaens","  50","  13","N",
"Fall 2010","Regular Academic Session","Engineering","37235","Engineering (ENGR) Open Sections"," 390","028","Spec Topics in Engr","LEC","P R","","T","","TH","","","","9-1030AM","2238 SRB","Renno","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","11401","Engineering (ENGR) Open Sections"," 400","001","Co-Op Educ Engr","DIS","PD ","","","","","","","","ARR","ARR","Holloway"," 150"," 103","N",
"Fall 2010","Regular Academic Session","Engineering","42683","Engineering (ENGR) Open Sections"," 407","001","Dist Innv Spkr Serie","SEM","P  ","","","","","F","","","2-3PM","STAMPS","Saitou, Neal"," 400","  82","N",
"Fall 2010","Regular Academic Session","Engineering","42657","Engineering (ENGR) Open Sections"," 408","001","Patent Law","SEM","PD ","M","T","W","TH","F","","","630-8PM","1200 EECS","Schox","  50","  20","N",
"Fall 2010","Regular Academic Session","Engineering","46790","Engineering (ENGR) Open Sections"," 417","001","Dist Innov Spkr Dis","DIS","P  ","","","","","F","","","1-2PM","1680 IOE","Saitou, Neal","  40","  10","N",
"Fall 2010","Regular Academic Session","Engineering","44049","Engineering (ENGR) Open Sections"," 450","001","Multidisc Design","LEC","P  ","M","","W","","","","","9-1030AM","2238 SRB","Renno","  25","   7","N",
"Fall 2010","Regular Academic Session","Engineering","43279","Engineering (ENGR) Open Sections"," 455","002","Multidisc Eng Des II","LAB","PDR","","","","","","","","ARR","ARR","Sienko","   5","   4","N",
"Fall 2010","Regular Academic Session","Engineering","44033","Engineering (ENGR) Open Sections"," 455","003","Multidisc Eng Des II","LAB","PDR","","","","","","","","ARR","ARR","Skerlos","  25","  22","N",
"Fall 2010","Regular Academic Session","Engineering","44035","Engineering (ENGR) Open Sections"," 455","004","Multidisc Eng Des II","LAB","PDR","","","","","","","","ARR","ARR","Gilchrist","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","44037","Engineering (ENGR) Open Sections"," 455","005","Multidisc Eng Des II","LAB","P R","","","","","","","","ARR","ARR","Renno","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","44039","Engineering (ENGR) Open Sections"," 455","006","Multidisc Eng Des II","LAB","PDR","","","","","","","","ARR","ARR","Washabaugh","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","44063","Engineering (ENGR) Open Sections"," 455","007","Multidisc Eng Des II","LAB","PDR","","","","","","","","ARR","ARR","Hansen","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","44797","Engineering (ENGR) Open Sections"," 455","008","Multidisc Eng Des II","LAB","PDR","","","","","","","","ARR","ARR","Cutler","  25","  22","N",
"Fall 2010","Regular Academic Session","Engineering","48859","Engineering (ENGR) Open Sections"," 455","009","Multidisc Eng Des II","LAB","P R","","","","","","","","ARR","ARR","Ridley","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","48860","Engineering (ENGR) Open Sections"," 455","010","Multidisc Eng Des II","LAB","P R","","","","","","","","ARR","ARR","Kabamba","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","47716","Engineering (ENGR) Open Sections"," 455","011","Multidisc Eng Des II","LAB","P R","","","","","","","","ARR","ARR","Gillespie","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","48861","Engineering (ENGR) Open Sections"," 455","012","Multidisc Eng Des II","LAB","P R","","","","","","","","ARR","ARR","Wooldridge","  25","  23","N",
"Fall 2010","Regular Academic Session","Engineering","50681","Engineering (ENGR) Open Sections"," 455","013","Multidisc Eng Des II","LAB","P R","","","","","","","","ARR","ARR","Saitou","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","46299","Engineering (ENGR) Open Sections"," 455","014","Multidisc Eng Des II","LAB","PDR","","","","","","","","ARR","ARR","Eustice","  25","  24","N",
"Fall 2010","Regular Academic Session","Engineering","47598","Engineering (ENGR) Open Sections"," 455","015","Multidisc Eng Des II","LAB","PDR","","","","","","","","ARR","ARR","Schmedlen","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","48830","Engineering (ENGR) Open Sections"," 455","016","Multidisc Eng Des II","LAB","P R","","","","","","","","ARR","ARR","Lin","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","51236","Engineering (ENGR) Open Sections"," 455","017","Multidisc Eng Des II","LAB","P R","","","","","","","","ARR","ARR","Moldwin","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","51288","Engineering (ENGR) Open Sections"," 455","018","Multidisc Eng Des II","LAB","P R","","","","","","","","ARR","ARR","Krauss","  25","  24","N",
"Fall 2010","Regular Academic Session","Engineering","51669","Engineering (ENGR) Open Sections"," 455","019","Multidisc Eng Des II","LAB","P R","","","","","","","","ARR","ARR","Shtein","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","43855","Engineering (ENGR) Open Sections"," 456","001","Mentr-Ldr Mltdis Des","IND"," I ","","","","","","","","ARR","ARR","","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","44047","Engineering (ENGR) Open Sections"," 456","028","Mentr-Ldr Mltdis Des","IND"," I ","","","","","","","","ARR","ARR","Renno","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","46646","Engineering (ENGR) Open Sections"," 456","050","Mentr-Ldr Mltdis Des","IND"," I ","","","","","","","","ARR","ARR","Daida","  25","  16","N",
"Fall 2010","Regular Academic Session","Engineering","44041","Engineering (ENGR) Open Sections"," 456","055","Mentr-Ldr Mltdis Des","IND"," I ","","","","","","","","ARR","ARR","Skerlos","  25","  24","N",
"Fall 2010","Regular Academic Session","Engineering","44827","Engineering (ENGR) Open Sections"," 456","064","Mentr-Ldr Mltdis Des","IND"," I ","","","","","","","","ARR","ARR","Hart","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","44791","Engineering (ENGR) Open Sections"," 456","068","Mentr-Ldr Mltdis Des","IND"," I ","","","","","","","","ARR","ARR","Cutler","  25","  22","N",
"Fall 2010","Regular Academic Session","Engineering","44043","Engineering (ENGR) Open Sections"," 456","070","Mentr-Ldr Mltdis Des","IND"," I ","","","","","","","","ARR","ARR","Washabaugh","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","44045","Engineering (ENGR) Open Sections"," 456","071","Mentr-Ldr Mltdis Des","IND"," I ","","","","","","","","ARR","ARR","Gilchrist","  25","  24","N",
"Fall 2010","Regular Academic Session","Engineering","44059","Engineering (ENGR) Open Sections"," 456","072","Mentr-Ldr Mltdis Des","IND"," I ","","","","","","","","ARR","ARR","Hansen","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","48862","Engineering (ENGR) Open Sections"," 456","077","Mentr-Ldr Mltdis Des","IND"," I ","","","","","","","","ARR","ARR","Wooldridge","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","46298","Engineering (ENGR) Open Sections"," 456","078","Mentr-Ldr Mltdis Des","IND"," I ","","","","","","","","ARR","ARR","Eustice","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","48863","Engineering (ENGR) Open Sections"," 456","104","Mentr-Ldr Mltdis Des","IND"," I ","","","","","","","","ARR","ARR","Ridley","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","48864","Engineering (ENGR) Open Sections"," 456","105","Mentr-Ldr Mltdis Des","IND"," I ","","","","","","","","ARR","ARR","Kabamba","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","47717","Engineering (ENGR) Open Sections"," 456","106","Mentr-Ldr Mltdis Des","IND"," I ","","","","","","","","ARR","ARR","Gillespie","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","48831","Engineering (ENGR) Open Sections"," 456","108","Mentr-Ldr Mltdis Des","IND"," I ","","","","","","","","ARR","ARR","Lin","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","47599","Engineering (ENGR) Open Sections"," 456","109","Mentr-Ldr Mltdis Des","IND"," I ","","","","","","","","ARR","ARR","Schmedlen","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","47707","Engineering (ENGR) Open Sections"," 456","110","Mentr-Ldr Mltdis Des","IND"," I ","","","","","","","","ARR","ARR","Alford","  25","  10","N",
"Fall 2010","Regular Academic Session","Engineering","50679","Engineering (ENGR) Open Sections"," 456","113","Mentr-Ldr Mltdis Des","IND"," I ","","","","","","","","ARR","ARR","Saitou","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","51205","Engineering (ENGR) Open Sections"," 456","114","Mentr-Ldr Mltdis Des","IND"," I ","","","","","","","","ARR","ARR","Bell","  25","  24","N",
"Fall 2010","Regular Academic Session","Engineering","51234","Engineering (ENGR) Open Sections"," 456","115","Mentr-Ldr Mltdis Des","IND"," I ","","","","","","","","ARR","ARR","Moldwin","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","51668","Engineering (ENGR) Open Sections"," 456","117","Mentr-Ldr Mltdis Des","IND"," I ","","","","","","","","ARR","ARR","Shtein","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","39297","Engineering (ENGR) Open Sections"," 480","098","Global Syn Project","IND"," D ","","","","","","","","ARR","ARR","Cohn","  25","   3","N",
"Fall 2010","Regular Academic Session","Engineering","39299","Engineering (ENGR) Open Sections"," 480","099","Global Syn Project","IND"," D ","","","","","","","","ARR","ARR","Van Oyen","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","38695","Engineering (ENGR) Open Sections"," 490","050","Spec Top Engin","SEM","P  ","","","","TH","","","","330-5PM","1006 DOW","Sick, Conger","  40","   5","N",
"Fall 2010","Regular Academic Session","Engineering","40599","Engineering (ENGR) Open Sections"," 490","094","Spec Top Engin","SEM","PD ","","","","","F","","","1030-1130AM","ARR","Neal, Huang-Saad","  25","  13","N",
"Fall 2010","Regular Academic Session","Engineering","39885","Engineering (ENGR) Open Sections"," 521","001","Clean Tech Entrepren","LEC","P  ","","T","","TH","","","","4-530PM","1121 LBME","Adriaens, Faley","  25","   1","N",
"Fall 2010","First 7 Week Session","Engineering","44123","Engineering (ENGR) Open Sections"," 523","001","Business of Biology","REC","PIR","M","","W","","","","","830-10AM","2062 PALM","Barry, Canter","  35","   8","Y",
"Fall 2010","First 7 Week Session","Engineering","","Engineering (ENGR) Open Sections"," 523","","Business of Biology","REC","P R","","","","TH","","","","530-7PM","ARR","","  35","   8","Y",
"Fall 2010","First 7 Week Session","Engineering","","Engineering (ENGR) Open Sections"," 523","","Business of Biology","REC","P R","","","W","","","","","5-9PM","ARR","","  35","   8","Y",
"Fall 2010","Regular Academic Session","Engineering","33763","Engineering (ENGR) Open Sections"," 580","001","Teaching Engin","LEC","P R","M","","W","","","","","1-230PM","2305 GGBL","Montgomery","  30","   5","Y",
"Fall 2010","Regular Academic Session","Engineering","26417","Engineering (ENGR) Open Sections"," 590","085","International Eng","IND"," I ","","","","","","","","ARR","ARR","Wakefield","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","30915","Engineering (ENGR) Open Sections"," 600","014","Eng Practicum Proj","IND"," D ","","","","","","","","ARR","ARR","Najafi","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","37285","Engineering (ENGR) Open Sections"," 600","057","Eng Practicum Proj","IND"," D ","","","","","","","","ARR","ARR","Gianchandani","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","44839","Engineering (ENGR) Open Sections"," 600","073","Eng Practicum Proj","IND","   ","","","","","","","","ARR","ARR","Raieszadeh","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","37549","Engineering (ENGR) Open Sections"," 600","090","Eng Practicum Proj","IND"," D ","","","","","","","","ARR","ARR","Wooldridge","  25","  25","N",
"Fall 2010","Regular Academic Session","Engineering","37723","Engineering (ENGR) Open Sections"," 600","093","Eng Practicum Proj","IND"," D ","","","","","","","","ARR","ARR","Geister","   1","   1","N",
"Fall 2010","Regular Academic Session","Engineering","50273","Engineering (ENGR) Open Sections"," 600","102","Eng Practicum Proj","IND","   ","","","","","","","","ARR","ARR","Amidon","  25","  24","N",
"Fall 2010","Regular Academic Session","Engineering","50168","Engineering (ENGR) Open Sections"," 600","112","Eng Practicum Proj","IND","   ","","","","","","","","ARR","ARR","Peterson","  25","  24","N",
"Fall 2010","Regular Academic Session","Engineering","11431","Industrial And Operations Engineering (IOE) Open Sections"," 310","002","Intro to Optim Meth","LAB","P R","","","","TH","","","","930-1030AM","G610 IOE","Jiang","  20","  11","Y",
"Fall 2010","Regular Academic Session","Engineering","11435","Industrial And Operations Engineering (IOE) Open Sections"," 310","004","Intro to Optim Meth","LAB","P R","","","","TH","","","","1130-1230PM","G610 IOE","Jiang","  20","   1","Y",
"Fall 2010","Regular Academic Session","Engineering","11439","Industrial And Operations Engineering (IOE) Open Sections"," 310","006","Intro to Optim Meth","LAB","P R","","","","TH","","","","130-230PM","G610 IOE","Frankiewicz","  20","   1","Y",
"Fall 2010","Regular Academic Session","Engineering","11441","Industrial And Operations Engineering (IOE) Open Sections"," 310","007","Intro to Optim Meth","LAB","P R","","","","TH","","","","230-330PM","G610 IOE","Frankiewicz","  20","   8","Y",
"Fall 2010","Regular Academic Session","Engineering","11429","Industrial And Operations Engineering (IOE) Open Sections"," 310","001","Intro to Optim Meth","LEC","A R","M","","W","","","","","1030-12PM","1610 IOE","Kaufman"," "," "," ",
"Fall 2010","Second 7 Week Session","Engineering","11443","Industrial And Operations Engineering (IOE) Open Sections"," 316","001","Intro Markov Proc","LEC","P R","","T","","TH","","","","9-1030AM","1610 IOE","Lavieri-Rodriguez"," 120","   9","Y",
"Fall 2010","Second 7 Week Session","Engineering","","Industrial And Operations Engineering (IOE) Open Sections"," 316","","Intro Markov Proc","LEC","P R","","","","","F","","","1230-130PM","1610 IOE",""," 120","   9","Y",
"Fall 2010","Regular Academic Session","Engineering","11445","Industrial And Operations Engineering (IOE) Open Sections"," 333","001","Ergonomics","LEC","P R","M","","W","","","","","12-130PM","1610 IOE","Liu"," 120","  17","Y",
"Fall 2010","Regular Academic Session","Engineering","11453","Industrial And Operations Engineering (IOE) Open Sections"," 334","005","Ergonomics Lab","LAB","P R","","","W","","","","","1-330PM","G699 IOE","Nathan-Roberts","  15","   3","Y",
"Fall 2010","First 7 Week Session","Engineering","11463","Industrial And Operations Engineering (IOE) Open Sections"," 366","003","Linear Stat Models","LAB","P R","M","","","","","","","1030-1130AM","G610 IOE","","  20","   9","Y",
"Fall 2010","First 7 Week Session","Engineering","11465","Industrial And Operations Engineering (IOE) Open Sections"," 366","004","Linear Stat Models","LAB","P R","M","","","","","","","1130-1230PM","G610 IOE","","  20","  18","Y",
"Fall 2010","First 7 Week Session","Engineering","11459","Industrial And Operations Engineering (IOE) Open Sections"," 366","001","Linear Stat Models","LEC","A R","","T","","TH","","","","9-1030AM","1610 IOE","Garcia-Guzman"," "," "," ",
"Fall 2010","Regular Academic Session","Engineering","11487","Industrial And Operations Engineering (IOE) Open Sections"," 421","001","Work Organizations","LEC","P R","","","W","","F","","","2-330PM","G906 COOL","Santer","  85","  20","Y",
"Fall 2010","Regular Academic Session","Engineering","11489","Industrial And Operations Engineering (IOE) Open Sections"," 424","001","Practicum Prod&Srv","LEC","P R","","T","","","","","","7-9PM","133 CHRYS","Spicer","  40","   1","Y",
"Fall 2010","Regular Academic Session","Engineering","43503","Industrial And Operations Engineering (IOE) Open Sections"," 432","004","IE Istrument Meth","LAB","P R","","","","TH","","","","5-7PM","G699 IOE","Woolley","  12","   6","Y",
"Fall 2010","Regular Academic Session","Engineering","30225","Industrial And Operations Engineering (IOE) Open Sections"," 432","001","IE Istrument Meth","LEC","A R","","T","","","","","","12-2PM","G699 IOE","Woolley"," "," "," ",
"Fall 2010","Regular Academic Session","Engineering","36697","Industrial And Operations Engineering (IOE) Open Sections"," 437","001","Automotive Human Fac","LEC","P  ","M","","W","","","","","130-3PM","1680 IOE","Green","  40","   3","Y",
